,gene1,gene2,result
198,G:HGNC:11006,G:HGNC:4375,"Meta path:['GTG'], rank is 119 and total rank is 322"
199,G:HGNC:30513,G:HGNC:18043,"Meta path:['GMDMG'], rank is 906 and total rank is 2786"
200,G:HGNC:21205,G:HGNC:12420,"Meta path:['GTG'], rank is 134 and total rank is 357"
201,G:HGNC:18003,G:HGNC:6641,"Meta path:['GTG'], rank is 34 and total rank is 410"
202,G:HGNC:16178,G:HGNC:21365,"Meta path:['GMDMG'], rank is 2308 and total rank is 3363"
203,G:HGNC:13095,G:HGNC:30747,"Meta path:['GTG'], rank is 258 and total rank is 459"
204,G:HGNC:26887,G:HGNC:26784,"Meta path:['GDpDpDG'], rank is 2192 and total rank is 5825"
205,G:HGNC:25143,G:HGNC:6152,"Meta path:['GTG'], rank is 357 and total rank is 467"
206,G:HGNC:10576,G:HGNC:25527,"Meta path:['GMG'], rank is 7 and total rank is 261"
207,G:HGNC:18731,G:HGNC:9878,"Meta path:['GTG'], rank is 307 and total rank is 520"
208,G:HGNC:33258,G:HGNC:29889,"Meta path:['GMDpDMG'], rank is 298 and total rank is 3393"
209,G:HGNC:1717,G:HGNC:11388,"Meta path:['GTG'], rank is 216 and total rank is 544"
210,G:HGNC:33717,G:HGNC:15804,"Meta path:['GTG'], rank is 323 and total rank is 477"
211,G:HGNC:20951,G:HGNC:12984,"Meta path:['GTG'], rank is 46 and total rank is 398"
212,G:HGNC:5985,G:HGNC:30664,"Meta path:['GTG'], rank is 126 and total rank is 358"
213,G:HGNC:24911,G:HGNC:10773,"Meta path:['GTG'], rank is 147 and total rank is 456"
214,G:HGNC:9235,G:HGNC:701,"Meta path:['GTG'], rank is 298 and total rank is 931"
215,G:HGNC:29675,G:HGNC:29502,"Meta path:['GMG'], rank is 325 and total rank is 1494"
216,G:HGNC:23817,G:HGNC:29520,"Meta path:['GTG'], rank is 54 and total rank is 410"
217,G:HGNC:16157,G:HGNC:16798,"Meta path:['GMDMG'], rank is 904 and total rank is 2740"
218,G:HGNC:33864,G:HGNC:30782,"Meta path:['GTG'], rank is 227 and total rank is 442"
219,G:HGNC:18039,G:HGNC:1734,"Meta path:['GTG'], rank is 232 and total rank is 609"
220,G:HGNC:15714,G:HGNC:7380,"Meta path:['GTG'], rank is 280 and total rank is 450"
221,G:HGNC:29094,G:HGNC:11030,"Meta path:['GMDpDMG'], rank is 2464 and total rank is 4932"
222,G:HGNC:18358,G:HGNC:8473,"Meta path:['GTG'], rank is 48 and total rank is 287"
223,G:HGNC:32638,G:HGNC:52190,"Meta path:['GTG'], rank is 1 and total rank is 92"
224,G:HGNC:10064,G:HGNC:18037,"Meta path:['GTG'], rank is 213 and total rank is 400"
225,G:HGNC:30776,G:HGNC:30287,"Meta path:['GTG'], rank is 412 and total rank is 524"
226,G:HGNC:31894,G:HGNC:29075,"Meta path:['GTG'], rank is 3 and total rank is 113"
227,G:HGNC:6416,G:HGNC:12032,"Meta path:['GTG'], rank is 433 and total rank is 599"
228,G:HGNC:27501,G:HGNC:28130,"Meta path:['GTG'], rank is 216 and total rank is 399"
229,G:HGNC:543,G:HGNC:8752,"Meta path:['GTG'], rank is 219 and total rank is 480"
230,G:HGNC:16397,G:HGNC:10727,"Meta path:['GMDMG'], rank is 147 and total rank is 2632"
231,G:HGNC:15572,G:HGNC:17721,"Meta path:['GTG'], rank is 45 and total rank is 294"
232,G:HGNC:25820,G:HGNC:26790,"Meta path:['GMDpDMG'], rank is 400 and total rank is 4147"
233,G:HGNC:25049,G:HGNC:77,"Meta path:['GTG'], rank is 235 and total rank is 408"
234,G:HGNC:27030,G:HGNC:11447,"Meta path:['GTG'], rank is 174 and total rank is 413"
235,G:HGNC:44164,G:HGNC:24967,"Meta path:['GTG'], rank is 120 and total rank is 339"
236,G:HGNC:25557,G:HGNC:32484,"Meta path:['GTG'], rank is 155 and total rank is 335"
237,G:HGNC:9184,G:HGNC:9801,"Meta path:['GMG'], rank is 555 and total rank is 688"
238,G:HGNC:24252,G:HGNC:27892,"Meta path:['GMG'], rank is 25 and total rank is 276"
239,G:HGNC:12781,G:HGNC:20767,"Meta path:['GMG'], rank is 651 and total rank is 929"
240,G:HGNC:19441,G:HGNC:2093,"Meta path:['GTG'], rank is 310 and total rank is 457"
241,G:HGNC:26114,G:HGNC:4831,"Meta path:['GTG'], rank is 140 and total rank is 330"
242,G:HGNC:30941,G:HGNC:1620,"Meta path:['GTG'], rank is 301 and total rank is 556"
243,G:HGNC:28109,G:HGNC:6770,"Meta path:['GTG'], rank is 748 and total rank is 900"
244,G:HGNC:25517,G:HGNC:9240,"Meta path:['GTG'], rank is 294 and total rank is 461"
245,G:HGNC:26922,G:HGNC:9777,"Meta path:['GTG'], rank is 486 and total rank is 567"
246,G:HGNC:29587,G:HGNC:18420,"Meta path:['GTG'], rank is 138 and total rank is 418"
247,G:HGNC:31822,G:HGNC:28996,"Meta path:['GMDMG'], rank is 1210 and total rank is 2638"
248,G:HGNC:4392,G:HGNC:13158,"Meta path:['GTG'], rank is 239 and total rank is 509"
249,G:HGNC:13671,G:HGNC:14418,"Meta path:['GMDMG'], rank is 2525 and total rank is 3508"
250,G:HGNC:30290,G:HGNC:29120,"Meta path:['GTG'], rank is 55 and total rank is 305"
251,G:HGNC:14295,G:HGNC:3696,"Meta path:['GMG'], rank is 43 and total rank is 321"
252,G:HGNC:13172,G:HGNC:22048,"Meta path:['GTG'], rank is 116 and total rank is 428"
253,G:HGNC:10882,G:HGNC:21533,"Meta path:['GMDMG'], rank is 1685 and total rank is 2939"
254,G:HGNC:30951,G:HGNC:18458,"Meta path:['GMDpDMG'], rank is 48 and total rank is 5068"
255,G:HGNC:28592,G:HGNC:13887,"Meta path:['GMDMG'], rank is 3096 and total rank is 4095"
256,G:HGNC:3776,G:HGNC:16858,"Meta path:['GMG'], rank is 715 and total rank is 818"
257,G:HGNC:28898,G:HGNC:8148,"Meta path:['GMDMG'], rank is 1809 and total rank is 3224"
258,G:HGNC:2742,G:HGNC:19682,"Meta path:['GTG'], rank is 78 and total rank is 485"
259,G:HGNC:464,G:HGNC:9952,"Meta path:['GTG'], rank is 146 and total rank is 325"
260,G:HGNC:29183,G:HGNC:29442,"Meta path:['GMG'], rank is 153 and total rank is 538"
261,G:HGNC:12953,G:HGNC:3587,"Meta path:['GTG'], rank is 105 and total rank is 367"
262,G:HGNC:28734,G:HGNC:14244,"Meta path:['GTG'], rank is 172 and total rank is 441"
263,G:HGNC:6218,G:HGNC:12478,"Meta path:['GTG'], rank is 479 and total rank is 586"
264,G:HGNC:25514,G:HGNC:14210,"Meta path:['GMDMG'], rank is 827 and total rank is 3950"
265,G:HGNC:25110,G:HGNC:15646,"Meta path:['GTG'], rank is 148 and total rank is 421"
266,G:HGNC:16721,G:HGNC:17147,"Meta path:['GTG'], rank is 134 and total rank is 366"
267,G:HGNC:29305,G:HGNC:9866,"Meta path:['GTG'], rank is 426 and total rank is 652"
268,G:HGNC:24880,G:HGNC:29607,"Meta path:['GTG'], rank is 335 and total rank is 467"
269,G:HGNC:18698,G:HGNC:16501,"Meta path:['GTG'], rank is 199 and total rank is 464"
270,G:HGNC:32128,G:HGNC:1486,"Meta path:['GTG'], rank is 39 and total rank is 195"
271,G:HGNC:5424,G:HGNC:30087,"Meta path:['GMG'], rank is 119 and total rank is 421"
272,G:HGNC:6925,G:HGNC:6128,"Meta path:['GTG'], rank is 130 and total rank is 399"
273,G:HGNC:11697,G:HGNC:8982,"Meta path:['GTG'], rank is 367 and total rank is 467"
274,G:HGNC:25599,G:HGNC:20709,"Meta path:['GTG'], rank is 171 and total rank is 363"
275,G:HGNC:24703,G:HGNC:16861,"Meta path:['GMG'], rank is 21 and total rank is 284"
276,G:HGNC:8136,G:HGNC:23706,"Meta path:['GTG'], rank is 79 and total rank is 327"
277,G:HGNC:1487,G:HGNC:15680,"Meta path:['GTG'], rank is 139 and total rank is 337"
278,G:HGNC:16682,G:HGNC:21785,"Meta path:['GTG'], rank is 208 and total rank is 458"
279,G:HGNC:25557,G:HGNC:2697,"Meta path:['GTG'], rank is 245 and total rank is 415"
280,G:HGNC:5744,G:HGNC:8600,"Meta path:['GTG'], rank is 76 and total rank is 279"
281,G:HGNC:28916,G:HGNC:866,"Meta path:['GTG'], rank is 344 and total rank is 473"
282,G:HGNC:14133,G:HGNC:14562,"Meta path:['GTG'], rank is 190 and total rank is 380"
283,G:HGNC:28439,G:HGNC:20407,"Meta path:['GTG'], rank is 162 and total rank is 347"
284,G:HGNC:7190,G:HGNC:30207,"Meta path:['GTG'], rank is 57 and total rank is 315"
285,G:HGNC:24513,G:HGNC:19846,"Meta path:['GTG'], rank is 17 and total rank is 134"
286,G:HGNC:24201,G:HGNC:11557,"Meta path:['GTG'], rank is 135 and total rank is 374"
287,G:HGNC:28145,G:HGNC:935,"Meta path:['GTG'], rank is 313 and total rank is 522"
288,G:HGNC:5033,G:HGNC:14193,"Meta path:['GTG'], rank is 187 and total rank is 580"
289,G:HGNC:3493,G:HGNC:1100,"Meta path:['GMG'], rank is 207 and total rank is 528"
290,G:HGNC:13179,G:HGNC:16267,"Meta path:['GMDMG'], rank is 2197 and total rank is 3249"
291,G:HGNC:2380,G:HGNC:18417,"Meta path:['GMG'], rank is 50 and total rank is 330"
292,G:HGNC:27056,G:HGNC:21143,"Meta path:['GTG'], rank is 178 and total rank is 419"
293,G:HGNC:32205,G:HGNC:2663,"Meta path:['GMG'], rank is 4 and total rank is 207"
294,G:HGNC:32574,G:HGNC:21218,"Meta path:['GMDMG'], rank is 1875 and total rank is 2473"
295,G:HGNC:38,G:HGNC:37283,"Meta path:['GTG'], rank is 75 and total rank is 276"
296,G:HGNC:38831,G:HGNC:9719,"Meta path:['GTG'], rank is 179 and total rank is 401"
297,G:HGNC:28209,G:HGNC:11119,"Meta path:['GTG'], rank is 390 and total rank is 569"
298,G:HGNC:30491,G:HGNC:2538,"Meta path:['GMDMG'], rank is 2535 and total rank is 3347"
299,G:HGNC:23298,G:HGNC:15965,"Meta path:['GTG'], rank is 175 and total rank is 377"
300,G:HGNC:29024,G:HGNC:6812,"Meta path:['GTG'], rank is 21 and total rank is 297"
301,G:HGNC:26181,G:HGNC:25826,"Meta path:['GMG'], rank is 295 and total rank is 624"
302,G:HGNC:11094,G:HGNC:19098,"Meta path:['GTG'], rank is 409 and total rank is 627"
303,G:HGNC:28363,G:HGNC:19651,"Meta path:['GTG'], rank is 106 and total rank is 343"
304,G:HGNC:15503,G:HGNC:22923,"Meta path:['GTG'], rank is 56 and total rank is 293"
305,G:HGNC:12698,G:HGNC:9883,"Meta path:['GTG'], rank is 234 and total rank is 529"
306,G:HGNC:17966,G:HGNC:20672,"Meta path:['GTG'], rank is 272 and total rank is 433"
307,G:HGNC:28961,G:HGNC:24058,"Meta path:['GTG'], rank is 105 and total rank is 371"
308,G:HGNC:17648,G:HGNC:3155,"Meta path:['GMDMG'], rank is 1317 and total rank is 2451"
309,G:HGNC:808,G:HGNC:34006,"Meta path:['GMDpDMG'], rank is 869 and total rank is 4961"
310,G:HGNC:87,G:HGNC:30532,"Meta path:['GMDMG'], rank is 2898 and total rank is 3759"
311,G:HGNC:28915,G:HGNC:22224,"Meta path:['GMG'], rank is 27 and total rank is 303"
312,G:HGNC:14666,G:HGNC:21608,"Meta path:['GTG'], rank is 99 and total rank is 326"
313,G:HGNC:19760,G:HGNC:18264,"Meta path:['GTG'], rank is 266 and total rank is 435"
314,G:HGNC:19024,G:HGNC:13165,"Meta path:['GTG'], rank is 67 and total rank is 312"
315,G:HGNC:29818,G:HGNC:19661,"Meta path:['GTG'], rank is 172 and total rank is 431"
316,G:HGNC:2891,G:HGNC:10418,"Meta path:['GTG'], rank is 458 and total rank is 538"
317,G:HGNC:34423,G:HGNC:9767,"Meta path:['GTG'], rank is 261 and total rank is 436"
318,G:HGNC:2908,G:HGNC:26916,"Meta path:['GTG'], rank is 472 and total rank is 546"
319,G:HGNC:16673,G:HGNC:14937,"Meta path:['GMDMG'], rank is 404 and total rank is 6409"
320,G:HGNC:3208,G:HGNC:24859,"Meta path:['GTG'], rank is 214 and total rank is 415"
321,G:HGNC:17082,G:HGNC:23069,"Meta path:['GTG'], rank is 199 and total rank is 481"
322,G:HGNC:12031,G:HGNC:553,"Meta path:['GTG'], rank is 153 and total rank is 427"
323,G:HGNC:23366,G:HGNC:4480,"Meta path:['GTG'], rank is 129 and total rank is 380"
324,G:HGNC:20980,G:HGNC:29656,"Meta path:['GMDMG'], rank is 275 and total rank is 3076"
325,G:HGNC:9580,G:HGNC:2254,"Meta path:['GTG'], rank is 167 and total rank is 532"
326,G:HGNC:9632,G:HGNC:8904,"Meta path:['GMDpDMG'], rank is 881 and total rank is 4196"
327,G:HGNC:845,G:HGNC:3972,"Meta path:['GTG'], rank is 214 and total rank is 410"
328,G:HGNC:6810,G:HGNC:28743,"Meta path:['GMDMG'], rank is 1419 and total rank is 3127"
329,G:HGNC:2720,G:HGNC:10642,"Meta path:['GMDMG'], rank is 1357 and total rank is 2842"
330,G:HGNC:492,G:HGNC:8092,"Meta path:['GTG'], rank is 329 and total rank is 480"
331,G:HGNC:6953,G:HGNC:20208,"Meta path:['GTG'], rank is 264 and total rank is 432"
332,G:HGNC:52246,G:HGNC:26818,"Meta path:['GTG'], rank is 28 and total rank is 173"
333,G:HGNC:24908,G:HGNC:10889,"Meta path:['GTG'], rank is 381 and total rank is 518"
334,G:HGNC:14852,G:HGNC:18725,"Meta path:['GTG'], rank is 32 and total rank is 228"
335,G:HGNC:29513,G:HGNC:4453,"Meta path:['GMDMG'], rank is 2261 and total rank is 3207"
336,G:HGNC:20293,G:HGNC:16703,"Meta path:['GTG'], rank is 70 and total rank is 206"
337,G:HGNC:28987,G:HGNC:4399,"Meta path:['GTG'], rank is 415 and total rank is 685"
338,G:HGNC:25502,G:HGNC:9223,"Meta path:['GMDMG'], rank is 2174 and total rank is 3164"
339,G:HGNC:28280,G:HGNC:19027,"Meta path:['GMDpDMG'], rank is 2012 and total rank is 5333"
340,G:HGNC:3433,G:HGNC:26089,"Meta path:['GTG'], rank is 304 and total rank is 529"
341,G:HGNC:28977,G:HGNC:28675,"Meta path:['GMDpDMG'], rank is 141 and total rank is 4309"
342,G:HGNC:13221,G:HGNC:25097,"Meta path:['GTG'], rank is 308 and total rank is 499"
343,G:HGNC:12787,G:HGNC:21204,"Meta path:['GTG'], rank is 235 and total rank is 468"
344,G:HGNC:9813,G:HGNC:27845,"Meta path:['GTG'], rank is 221 and total rank is 497"
345,G:HGNC:21165,G:HGNC:18260,"Meta path:['GTG'], rank is 137 and total rank is 467"
346,G:HGNC:25594,G:HGNC:21735,"Meta path:['GTG'], rank is 46 and total rank is 448"
347,G:HGNC:29536,G:HGNC:490,"Meta path:['GTG'], rank is 65 and total rank is 321"
348,G:HGNC:8739,G:HGNC:11758,"Meta path:['GMG'], rank is 32 and total rank is 344"
349,G:HGNC:21483,G:HGNC:28844,"Meta path:['GMDMG'], rank is 345 and total rank is 2067"
350,G:HGNC:16610,G:HGNC:6441,"Meta path:['GTG'], rank is 125 and total rank is 341"
351,G:HGNC:28975,G:HGNC:31823,"Meta path:['GTG'], rank is 98 and total rank is 435"
352,G:HGNC:10875,G:HGNC:1750,"Meta path:['GTG'], rank is 251 and total rank is 423"
353,G:HGNC:11422,G:HGNC:8017,"Meta path:['GTG'], rank is 133 and total rank is 354"
354,G:HGNC:21647,G:HGNC:28685,"Meta path:['GMDMG'], rank is 3298 and total rank is 4143"
355,G:HGNC:26508,G:HGNC:28801,"Meta path:['GTG'], rank is 7 and total rank is 208"
356,G:HGNC:21000,G:HGNC:10683,"Meta path:['GTG'], rank is 45 and total rank is 194"
357,G:HGNC:1632,G:HGNC:14280,"Meta path:['GTG'], rank is 199 and total rank is 385"
358,G:HGNC:28033,G:HGNC:25917,"Meta path:['GTG'], rank is 66 and total rank is 324"
359,G:HGNC:17556,G:HGNC:30382,"Meta path:['GMDMG'], rank is 3788 and total rank is 3974"
360,G:HGNC:11026,G:HGNC:35459,"Meta path:['GMDMG'], rank is 1955 and total rank is 2873"
361,G:HGNC:17379,G:HGNC:19719,"Meta path:['GTG'], rank is 114 and total rank is 411"
362,G:HGNC:21637,G:HGNC:14370,"Meta path:['GTG'], rank is 342 and total rank is 519"
363,G:HGNC:30423,G:HGNC:24993,"Meta path:['GTG'], rank is 211 and total rank is 413"
364,G:HGNC:31762,G:HGNC:4449,"Meta path:['GTG'], rank is 284 and total rank is 448"
365,G:HGNC:21637,G:HGNC:23801,"Meta path:['GMG'], rank is 814 and total rank is 956"
366,G:HGNC:14966,G:HGNC:25151,"Meta path:['GDpDG', 'GTG'], rank is 152 and total rank is 460"
367,G:HGNC:28483,G:HGNC:28539,"Meta path:['GTG'], rank is 63 and total rank is 294"
368,G:HGNC:11879,G:HGNC:12479,"Meta path:['GTG'], rank is 132 and total rank is 372"
369,G:HGNC:6003,G:HGNC:10914,"Meta path:['GTG'], rank is 65 and total rank is 332"
370,G:HGNC:24659,G:HGNC:2914,"Meta path:['GTG'], rank is 428 and total rank is 539"
371,G:HGNC:2555,G:HGNC:5004,"Meta path:['GDpDG'], rank is 259 and total rank is 381"
372,G:HGNC:11536,G:HGNC:17997,"Meta path:['GDpDG'], rank is 502 and total rank is 586"
373,G:HGNC:31641,G:HGNC:11486,"Meta path:['GTG'], rank is 369 and total rank is 574"
374,G:HGNC:13090,G:HGNC:7954,"Meta path:['GTG'], rank is 109 and total rank is 343"
375,G:HGNC:20796,G:HGNC:6121,"Meta path:['GMG'], rank is 334 and total rank is 624"
376,G:HGNC:10288,G:HGNC:28492,"Meta path:['GTG'], rank is 64 and total rank is 344"
377,G:HGNC:26098,G:HGNC:3573,"Meta path:['GTG'], rank is 491 and total rank is 577"
378,G:HGNC:27801,G:HGNC:26036,"Meta path:['GTG'], rank is 45 and total rank is 309"
379,G:HGNC:15888,G:HGNC:26428,"Meta path:['GTG'], rank is 121 and total rank is 451"
380,G:HGNC:25055,G:HGNC:19262,"Meta path:['GMDMG'], rank is 441 and total rank is 2282"
381,G:HGNC:20429,G:HGNC:29413,"Meta path:['GMDpDMG'], rank is 64 and total rank is 3766"
382,G:HGNC:25598,G:HGNC:23706,"Meta path:['GTG'], rank is 65 and total rank is 276"
383,G:HGNC:16239,G:HGNC:17169,"Meta path:['GMG'], rank is 29 and total rank is 242"
384,G:HGNC:20489,G:HGNC:132,"Meta path:['GMDMG'], rank is 5251 and total rank is 5882"
385,G:HGNC:7871,G:HGNC:12422,"Meta path:['GTG'], rank is 339 and total rank is 496"
386,G:HGNC:3481,G:HGNC:31399,"Meta path:['GMDMG'], rank is 1198 and total rank is 2244"
387,G:HGNC:6649,G:HGNC:19195,"Meta path:['GTG'], rank is 74 and total rank is 251"
388,G:HGNC:6727,G:HGNC:1393,"Meta path:['GTG'], rank is 127 and total rank is 308"
389,G:HGNC:13861,G:HGNC:4380,"Meta path:['GTG'], rank is 197 and total rank is 449"
390,G:HGNC:25405,G:HGNC:25577,"Meta path:['GMDMG'], rank is 1318 and total rank is 2874"
391,G:HGNC:26709,G:HGNC:21384,"Meta path:['GTG'], rank is 44 and total rank is 376"
392,G:HGNC:31708,G:HGNC:6526,"Meta path:['GMDMG'], rank is 2048 and total rank is 2858"
393,G:HGNC:711,G:HGNC:21931,"Meta path:['GTG'], rank is 579 and total rank is 646"
394,G:HGNC:31839,G:HGNC:7134,"Meta path:['GTG'], rank is 68 and total rank is 471"
